Sr NO.,DistrictName,TalukaNam,CityName,
1,Kachchh,Lakhpat,Chher Nani,
2,Kachchh,Lakhpat,Shinapar,
3,Kachchh,Lakhpat,Punrajpar,
4,Kachchh,Lakhpat,Kaner,
5,Kachchh,Lakhpat,Lakhpat,
6,Kachchh,Lakhpat,Karanpar,
7,Kachchh,Lakhpat,Guneri,
8,Kachchh,Lakhpat,Sayra,
9,Kachchh,Lakhpat,Mudhan,
10,Kachchh,Lakhpat,Siyot,
11,Kachchh,Lakhpat,Atdo,
12,Kachchh,Lakhpat,Ukher,
13,Kachchh,Lakhpat,Umarsar,
14,Kachchh,Lakhpat,Pranpar,
15,Kachchh,Lakhpat,Baiyavo,
16,Kachchh,Lakhpat,Maldo,
17,Kachchh,Lakhpat,Khengarpar,
18,Kachchh,Lakhpat,Chher Moti,
19,Kachchh,Lakhpat,Fatehpur,
20,Kachchh,Lakhpat,Kapurasi,
21,Kachchh,Lakhpat,Koriyani,
22,Kachchh,Lakhpat,Mundhvay,
23,Kachchh,Lakhpat,Panandhro,
24,Kachchh,Lakhpat,Fulra,
25,Kachchh,Lakhpat,Akari,
26,Kachchh,Lakhpat,Chhuger,
27,Kachchh,Lakhpat,Dhareshi,
28,Kachchh,Lakhpat,Ghaduli,
29,Kachchh,Lakhpat,Lakhapar,
30,Kachchh,Lakhpat,Bana,
31,Kachchh,Lakhpat,Jara,
32,Kachchh,Lakhpat,Khatiyun (Khatiya),
33,Kachchh,Lakhpat,Virani,
34,Kachchh,Lakhpat,Khanot,
35,Kachchh,Lakhpat,Naredi,
36,Kachchh,Lakhpat,Kaiyari,
37,Kachchh,Lakhpat,Dhunay,
38,Kachchh,Lakhpat,Koteshvar,
39,Kachchh,Lakhpat,Narayan Sarovar,
40,Kachchh,Lakhpat,Kanoj,
41,Kachchh,Lakhpat,Sheh,
42,Kachchh,Lakhpat,Godhatad,
43,Kachchh,Lakhpat,Mindhiyari,
44,Kachchh,Lakhpat,Subhashpar(Sanandhro),
45,Kachchh,Lakhpat,Dayapar,
46,Kachchh,Lakhpat,Amiya,
47,Kachchh,Lakhpat,Haroda,
48,Kachchh,Lakhpat,Jumara,
49,Kachchh,Lakhpat,Nara,
50,Kachchh,Lakhpat,Junachay,
51,Kachchh,Lakhpat,Meghpar,
52,Kachchh,Lakhpat,Dolatpar,
53,Kachchh,Lakhpat,Bitiyari,
54,Kachchh,Lakhpat,Chamra,
55,Kachchh,Lakhpat,Mudiya,
56,Kachchh,Lakhpat,Bhudha (Budha),
57,Kachchh,Lakhpat,Guhar Nani,
58,Kachchh,Lakhpat,Guhar Moti,
59,Kachchh,Lakhpat,Tahera,
60,Kachchh,Lakhpat,Kunri,
61,Kachchh,Lakhpat,Hamankhudi,
62,Kachchh,Lakhpat,Rodasar Lakki,
63,Kachchh,Lakhpat,Lakhmirani,
64,Kachchh,Lakhpat,Naredo,
65,Kachchh,Lakhpat,Baranda,
66,Kachchh,Lakhpat,Chakrai,
67,Kachchh,Lakhpat,Khadak,
68,Kachchh,Lakhpat,Ravareshvar,
69,Kachchh,Lakhpat,Ashaldi (Suja Vandh),
70,Kachchh,Lakhpat,Matana Madh,
71,Kachchh,Lakhpat,Denma,
72,Kachchh,Lakhpat,Dhrang,
73,Kachchh,Lakhpat,Murchbana,
74,Kachchh,Lakhpat,Suja Vandh,
75,Kachchh,Lakhpat,Samjiaro,
76,Kachchh,Lakhpat,Saran Moti,
77,Kachchh,Lakhpat,Saran Nani,
78,Kachchh,Lakhpat,Harudi,
79,Kachchh,Lakhpat,Jadva,
80,Kachchh,Lakhpat,Ratipar,
81,Kachchh,Lakhpat,Bhujpar,
82,Kachchh,Lakhpat,Mori,
83,Kachchh,Lakhpat,Gugariyana,
84,Kachchh,Lakhpat,Pipar,
85,Kachchh,Lakhpat,Khirsara (Gunau),
86,Kachchh,Lakhpat,Gunau,
87,Kachchh,Lakhpat,Maniara,
88,Kachchh,Lakhpat,Pakho,
89,Kachchh,Lakhpat,Kharai,
90,Kachchh,Lakhpat,Kharoda,
91,Kachchh,Lakhpat,Julrai,
92,Kachchh,Lakhpat,Ramaniya,
93,Kachchh,Lakhpat,Junagiya,
94,Kachchh,Lakhpat,Ekliun,
95,Kachchh,Lakhpat,Sambhada,
96,Kachchh,Lakhpat,Kandhora,
97,Kachchh,Lakhpat,Kotda,
98,Kachchh,Lakhpat,Dedrani,
99,Kachchh,Lakhpat,Bhadara Nana,
100,Kachchh,Lakhpat,Bhadara Mota,
101,Kachchh,Rapar,Lodrani (Parkara Vandh),
102,Kachchh,Rapar,Versara,
103,Kachchh,Rapar,Jatavada (Jilar Vandh),
104,Kachchh,Rapar,Dhabda,
105,Kachchh,Rapar,Bela,
106,Kachchh,Rapar,Mauvana (Shivagadh),
107,Kachchh,Rapar,Vrajvani,
108,Kachchh,Rapar,Anandpar,
109,Kachchh,Rapar,Balasar,
110,Kachchh,Rapar,Lakda Vandh,
111,Kachchh,Rapar,Surba Vandh,
112,Kachchh,Rapar,Deshalpar,
113,Kachchh,Rapar,Nagalpar,
114,Kachchh,Rapar,Gedi,
115,Kachchh,Rapar,Fatehgadh,
116,Kachchh,Rapar,Manjuvas,
117,Kachchh,Rapar,Momaymora,
118,Kachchh,Rapar,Khandek,
119,Kachchh,Rapar,Hamirpar Nani,
120,Kachchh,Rapar,Sangadh,
121,Kachchh,Rapar,Selari,
122,Kachchh,Rapar,Thanpar,
123,Kachchh,Rapar,Davri,
124,Kachchh,Rapar,Rav Moti,
125,Kachchh,Rapar,Sudana Vandh,
126,Kachchh,Rapar,Naranpar,
127,Kachchh,Rapar,Vanoi,
128,Kachchh,Rapar,Gavaripar,
129,Kachchh,Rapar,Suvai,
130,Kachchh,Rapar,Khengarpar,
131,Kachchh,Rapar,Vajepar,
132,Kachchh,Rapar,Jesda,
133,Kachchh,Rapar,Nandasar,
134,Kachchh,Rapar,Kalyanpar,
135,Kachchh,Rapar,Karuda,
136,Kachchh,Rapar,Umaiya,
137,Kachchh,Rapar,Kanpar,
138,Kachchh,Rapar,Hamirpar Moti,
139,Kachchh,Rapar,Moda,
140,Kachchh,Rapar,Sanva,
141,Kachchh,Rapar,Bambhansar,
142,Kachchh,Rapar,Adesar,
143,Kachchh,Rapar,Jadupar (Bhangera),
144,Kachchh,Rapar,Lakhagadh,
145,Kachchh,Rapar,Bhimasar,
146,Kachchh,Rapar,Bharidia (Bhutakia),
147,Kachchh,Rapar,Sonalva,
148,Kachchh,Rapar,Pragpar,
149,Kachchh,Rapar,Dabhunda,
150,Kachchh,Rapar,Nilpar,
151,Kachchh,Rapar,Palanpar,
152,Kachchh,Rapar,Trambau,
153,Kachchh,Rapar,Ramvav,
154,Kachchh,Rapar,Kuda(Kuda-Jampar),
155,Kachchh,Rapar,Pagivandh,
156,Kachchh,Rapar,Dhadadhroni Vandh,
157,Kachchh,Rapar,Sarasla,
158,Kachchh,Rapar,Badargadh,
159,Kachchh,Rapar,Khirai,
160,Kachchh,Rapar,Sai,
161,Kachchh,Rapar,Tindalva Mota,
162,Kachchh,Rapar,Vallabhpar,
163,Kachchh,Rapar,Vekra,
164,Kachchh,Rapar,Padampar,
165,Kachchh,Rapar,Makhel,
166,Kachchh,Rapar,Taga,
167,Kachchh,Rapar,Vijapar,
168,Kachchh,Rapar,Nanda,
169,Kachchh,Rapar,Sukhpar,
170,Kachchh,Rapar,Varnun,
171,Kachchh,Rapar,Pandya No Gadh,
172,Kachchh,Rapar,Palansva,
173,Kachchh,Rapar,Amrapar,
174,Kachchh,Rapar,Somani Vandh,
175,Kachchh,Rapar,Mangadh,
176,Kachchh,Rapar,Ghanithal,
177,Kachchh,Rapar,Jadavas,
178,Kachchh,Rapar,Kidiyanagar,
179,Kachchh,Rapar,Chhotapar,
180,Kachchh,Rapar,Badalpar,
181,Kachchh,Rapar,Naliyatimbo,
182,Kachchh,Rapar,Dedarva,
183,Kachchh,Rapar,Govindpar,
184,Kachchh,Rapar,Chitrod,
185,Kachchh,Rapar,Rampar,
186,Kachchh,Rapar,khanpar,
187,Kachchh,Rapar,Pratap Gadh,
188,Kachchh,Rapar,Mevasa,
189,Kachchh,Rapar,Sany,
190,Kachchh,Rapar,Kanmer,
191,Kachchh,Rapar,Gagodar,
192,Kachchh,Rapar,Thoriari,
193,Kachchh,Rapar,Kumbhariya,
194,Kachchh,Rapar,Pethapar,
195,Kachchh,Rapar,Bhimdevka,
196,Kachchh,Rapar,Manaba,
197,Kachchh,Rapar,Fulpara,
198,Kachchh,Bhachau,Dholavira,
199,Kachchh,Bhachau,Kharoda,
200,Kachchh,Bhachau,Kalyanpar,
201,Kachchh,Bhachau,Janan,
202,Kachchh,Bhachau,Ratanpar,
203,Kachchh,Bhachau,Gadhada,
204,Kachchh,Bhachau,Amarapar,
205,Kachchh,Bhachau,Ganeshpar,
206,Kachchh,Bhachau,Bambhanka,
207,Kachchh,Bhachau,Bapuari,
208,Kachchh,Bhachau,Bharudia,
209,Kachchh,Bhachau,Kankhoi,
210,Kachchh,Bhachau,Chobari,
211,Kachchh,Bhachau,Kadol,
212,Kachchh,Bhachau,Manfara,
213,Kachchh,Bhachau,Kakarva,
214,Kachchh,Bhachau,Kanthkot,
215,Kachchh,Bhachau,Nara,
216,Kachchh,Bhachau,Gamdau,
217,Kachchh,Bhachau,Toraniya,
218,Kachchh,Bhachau,Jadsa,
219,Kachchh,Bhachau,Vamka,
220,Kachchh,Bhachau,May,
221,Kachchh,Bhachau,Kharoi,
222,Kachchh,Bhachau,Ner,
223,Kachchh,Bhachau,Baniari,
224,Kachchh,Bhachau,Morgar,
225,Kachchh,Bhachau,Amardi,
226,Kachchh,Bhachau,Kabrau,
227,Kachchh,Bhachau,Kumbhardi,
228,Kachchh,Bhachau,Bandhadi,
229,Kachchh,Bhachau,Sikara,
230,Kachchh,Bhachau,Meghpar (Kunjisar),
231,Kachchh,Bhachau,Karmariya,
232,Kachchh,Bhachau,Vondhada,
233,Kachchh,Bhachau,Halra,
234,Kachchh,Bhachau,Rampar,
235,Kachchh,Bhachau,Adhoi (Pasakayara),
236,Kachchh,Bhachau,Vasatva,
237,Kachchh,Bhachau,Shivlakha,
238,Kachchh,Bhachau,Lakadiya,
239,Kachchh,Bhachau,Gharana,
240,Kachchh,Bhachau,Lakhpat,
241,Kachchh,Bhachau,Vijpasar,
242,Kachchh,Bhachau,Vondh,
243,Kachchh,Bhachau,Chopadva,
244,Kachchh,Bhachau,Lunva,
245,Kachchh,Bhachau,Sukhpar,
246,Kachchh,Bhachau,Bhujpar,
247,Kachchh,Bhachau,Chirai Nani,
248,Kachchh,Bhachau,Chirai Moti,
249,Kachchh,Bhachau,Chhadavada,
250,Kachchh,Bhachau,Samakhiari,
251,Kachchh,Bhachau,Piprapati,
252,Kachchh,Bhachau,Rajansar,
253,Kachchh,Bhachau,Khodasar,
254,Kachchh,Bhachau,Rajthali,
255,Kachchh,Bhachau,Chandrodi,
256,Kachchh,Bhachau,Naransari,
257,Kachchh,Bhachau,Katariya Juna,
258,Kachchh,Bhachau,Katariya Nava,
259,Kachchh,Bhachau,Laliana,
260,Kachchh,Bhachau,Amaliyara,
261,Kachchh,Bhachau,Jangi,
262,Kachchh,Bhachau,Godpar,
263,Kachchh,Bhachau,Vandhiya,
264,Kachchh,Bhachau,Modpar,
265,Kachchh,Bhachau,Lakhapar,
266,Kachchh,Bhachau,Lakhdhirgadh (Alepar),
267,Kachchh,Bhachau,Shikarpur,
268,Kachchh,Anjar,Khirsara,
269,Kachchh,Anjar,Devisar,
270,Kachchh,Anjar,Jagatpar,
271,Kachchh,Anjar,Amrapar (1),
272,Kachchh,Anjar,Amrapar (2),
273,Kachchh,Anjar,Budharmora,
274,Kachchh,Anjar,Dhamadka,
275,Kachchh,Anjar,Dudhai,
276,Kachchh,Anjar,Khengarpar,
277,Kachchh,Anjar,Navagam,
278,Kachchh,Anjar,Hirapar,
279,Kachchh,Anjar,Chandrani,
280,Kachchh,Anjar,Kotda,
281,Kachchh,Anjar,Pashuda,
282,Kachchh,Anjar,Tapar,
283,Kachchh,Anjar,Lakhapar,
284,Kachchh,Anjar,Ambapar,
285,Kachchh,Anjar,Rapar,
286,Kachchh,Anjar,Khokhra,
287,Kachchh,Anjar,Jaru,
288,Kachchh,Anjar,Modsar,
289,Kachchh,Anjar,Sugariya,
290,Kachchh,Anjar,Ratnal,
291,Kachchh,Anjar,Ningal,
292,Kachchh,Anjar,Maringana,
293,Kachchh,Anjar,Bhadroi,
294,Kachchh,Anjar,Sapeda,
295,Kachchh,Anjar,Ratatalav,
296,Kachchh,Anjar,Satapar,
297,Kachchh,Anjar,Pashwadi Mitha,
298,Kachchh,Anjar,Pashwadi Khara,
299,Kachchh,Anjar,Ajapar,
300,Kachchh,Anjar,Bhimasar,
301,Kachchh,Anjar,Varsana,
302,Kachchh,Anjar,Modvadar,
303,Kachchh,Anjar,Varsamedi,
304,Kachchh,Anjar,Nagalpar Nani,
305,Kachchh,Anjar,Nagalpar Moti,
306,Kachchh,Anjar,Khambhara,
307,Kachchh,Anjar,Hamirpar,
308,Kachchh,Anjar,Vada,
309,Kachchh,Anjar,Lohariya Mota,
310,Kachchh,Anjar,Chandiya,
311,Kachchh,Anjar,Sarkhan,
312,Kachchh,Anjar,Bhalot,
313,Kachchh,Anjar,Makhiana,
314,Kachchh,Anjar,Mathda,
315,Kachchh,Anjar,Lohariya Nana,
316,Kachchh,Anjar,Pantiya,
317,Kachchh,Anjar,Khedoi,
318,Kachchh,Anjar,Sinugra,
319,Kachchh,Anjar,Vidi,
320,Kachchh,Anjar,Meghpar (Borichi),
321,Kachchh,Anjar,Meghpar (Kumbhardi),
322,Kachchh,Anjar,Devaliya,
323,Kachchh,Anjar,Mindiyala,
324,Kachchh,Anjar,Kumbhariya,
325,Kachchh,Anjar,Bhuvad,
326,Kachchh,Anjar,Chandroda,
327,Kachchh,Anjar,Valadiya Bitta (East),
328,Kachchh,Anjar,Mathak,
329,Kachchh,Anjar,Tuna,
330,Kachchh,Anjar,Rampar,
331,Kachchh,Anjar,Sanghad,
332,Kachchh,Anjar,Valadiya Bitta (West),
333,Kachchh,Anjar,Nagavaladiya,
334,Kachchh,Anjar,Vira,
335,Kachchh,Anjar,Chandrapar,
336,Kachchh,Bhuj,Luna,
337,Kachchh,Bhuj,Bhitara Mota,
338,Kachchh,Bhuj,Udhmo,
339,Kachchh,Bhuj,Gorewali,
340,Kachchh,Bhuj,Khavda,
341,Kachchh,Bhuj,Ratadiya,
342,Kachchh,Bhuj,Dinara,
343,Kachchh,Bhuj,Dhrobana,
344,Kachchh,Bhuj,Kuran,
345,Kachchh,Bhuj,Kunariya (Jam),
346,Kachchh,Bhuj,Juna,
347,Kachchh,Bhuj,Sadhara,
348,Kachchh,Bhuj,Andhau,
349,Kachchh,Bhuj,Dhoravar,
350,Kachchh,Bhuj,Ludiya,
351,Kachchh,Bhuj,Godpar (Khavda),
352,Kachchh,Bhuj,Khari,
353,Kachchh,Bhuj,Soyla,
354,Kachchh,Bhuj,Mithdi,
355,Kachchh,Bhuj,Bhagadio,
356,Kachchh,Bhuj,Shervo,
357,Kachchh,Bhuj,Hodka,
358,Kachchh,Bhuj,Bhirandiyara,
359,Kachchh,Bhuj,Dedhiya Nana-Mota,
360,Kachchh,Bhuj,Daddhar Nani,
361,Kachchh,Bhuj,Daddhar Moti,
362,Kachchh,Bhuj,Misariyado,
363,Kachchh,Bhuj,Bhojardo,
364,Kachchh,Bhuj,Berdo,
365,Kachchh,Bhuj,Raiyada,
366,Kachchh,Bhuj,Kharod,
367,Kachchh,Bhuj,Dhori,
368,Kachchh,Bhuj,Sumarasar -Shekhvali,
369,Kachchh,Bhuj,Loria,
370,Kachchh,Bhuj,Palara,
371,Kachchh,Bhuj,Juriya,
372,Kachchh,Bhuj,Kamaguna,
373,Kachchh,Bhuj,Traya Bhakhari,
374,Kachchh,Bhuj,Mod Bhakhari,
375,Kachchh,Bhuj,Notiyar Bhakhari,
376,Kachchh,Bhuj,Nokhaniya,
377,Kachchh,Bhuj,Kunaria Nana-Mota,
378,Kachchh,Bhuj,Kotay,
379,Kachchh,Bhuj,Fulay,
380,Kachchh,Bhuj,Dhrang,
381,Kachchh,Bhuj,Lodai,
382,Kachchh,Bhuj,Vantra,
383,Kachchh,Bhuj,Dharampur,
384,Kachchh,Bhuj,Jawaharnagar,
385,Kachchh,Bhuj,Lothia,
386,Kachchh,Bhuj,Modsar,
387,Kachchh,Bhuj,Mokhana,
388,Kachchh,Bhuj,Dagala,
389,Kachchh,Bhuj,Naliyeri Timbo,
390,Kachchh,Bhuj,Nadapa,
391,Kachchh,Bhuj,Habay,
392,Kachchh,Bhuj,Chapreli,
393,Kachchh,Bhuj,Boladi,
394,Kachchh,Bhuj,Jikadi,
395,Kachchh,Bhuj,Paiya,
396,Kachchh,Bhuj,Sangada Timbo,
397,Kachchh,Bhuj,Sarspar,
398,Kachchh,Bhuj,Rudramata,
399,Kachchh,Bhuj,Makanpar,
400,Kachchh,Bhuj,Dhonsa,
401,Kachchh,Bhuj,Baukho (Odhejavalo),
402,Kachchh,Bhuj,Baukho (Samavalo),
403,Kachchh,Bhuj,Tankanasar,
404,Kachchh,Bhuj,Vatachhad,
405,Kachchh,Bhuj,Vehro,
406,Kachchh,Bhuj,Natharkui,
407,Kachchh,Bhuj,Vyara,
408,Kachchh,Bhuj,Vinchhiya,
409,Kachchh,Bhuj,Sumarasar (Jatvali),
410,Kachchh,Bhuj,Virai,
411,Kachchh,Bhuj,Khilna,
412,Kachchh,Bhuj,Nagor,
413,Kachchh,Bhuj,Trambau,
414,Kachchh,Bhuj,Varnora Nana,
415,Kachchh,Bhuj,Raydhanpar,
416,Kachchh,Bhuj,Varnora Mota,
417,Kachchh,Bhuj,Galpadar,
418,Kachchh,Bhuj,Kali Talavdi,
419,Kachchh,Bhuj,Mamuara,
420,Kachchh,Bhuj,Kanaiyabe,
421,Kachchh,Bhuj,Ukhad Mora,
422,Kachchh,Bhuj,Dhaneti,
423,Kachchh,Bhuj,Vadvara,
424,Kachchh,Bhuj,Padhar,
425,Kachchh,Bhuj,Lakhond,
426,Kachchh,Bhuj,Traya,
427,Kachchh,Bhuj,Purasar,
428,Kachchh,Bhuj,Gado,
429,Kachchh,Bhuj,Bhujodi,
430,Kachchh,Bhuj,Ratiya,
431,Kachchh,Bhuj,Nava Vas,
432,Kachchh,Bhuj,Kodki,
433,Kachchh,Bhuj,Makhna,
434,Kachchh,Bhuj,Pirvadi,
435,Kachchh,Bhuj,Payarko,
436,Kachchh,Bhuj,Kuvathada,
437,Kachchh,Bhuj,Sadau Rakhal,
438,Kachchh,Bhuj,Fulra Timbo,
439,Kachchh,Bhuj,Anandsar,
440,Kachchh,Bhuj,Kanpar,
441,Kachchh,Bhuj,Fotdi,
442,Kachchh,Bhuj,Kalyanpar,
443,Kachchh,Bhuj,Godsar (Rakhal),
444,Kachchh,Bhuj,Kukma,
445,Kachchh,Bhuj,Reldi Moti,
446,Kachchh,Bhuj,Reldi Nani,
447,Kachchh,Bhuj,Kanderai,
448,Kachchh,Bhuj,Chubdak,
449,Kachchh,Bhuj,Gandher,
450,Kachchh,Bhuj,Saiyedpar,
451,Kachchh,Bhuj,Vavdi,
452,Kachchh,Bhuj,Vadva,
453,Kachchh,Bhuj,Ler,
454,Kachchh,Bhuj,Nagiyari,
455,Kachchh,Bhuj,Deshalpar,
456,Kachchh,Bhuj,Kurbai,
457,Kachchh,Bhuj,Nabhoi,
458,Kachchh,Bhuj,Vandhay,
459,Kachchh,Bhuj,Samatra,
460,Kachchh,Bhuj,Bharasar,
461,Kachchh,Bhuj,Vandh Sim,
462,Kachchh,Bhuj,Jadura,
463,Kachchh,Bhuj,Reha Mota,
464,Kachchh,Bhuj,Tharavada Nana,
465,Kachchh,Bhuj,Tharavada Mota,
466,Kachchh,Bhuj,Sakrai Timbo,
467,Kachchh,Bhuj,Hajapar,
468,Kachchh,Bhuj,Harudi,
469,Kachchh,Bhuj,Reha Nana,
470,Kachchh,Bhuj,Sanosara,
471,Kachchh,Bhuj,Sapar Timbo,
472,Kachchh,Bhuj,Bharapar,
473,Kachchh,Bhuj,Sedata,
474,Kachchh,Bhuj,Naranpar Ravli,
475,Kachchh,Bhuj,Vadasar,
476,Kachchh,Bhuj,Zizu Timbo,
477,Kachchh,Bhuj,Sarli,
478,Kachchh,Bhuj,Dahinsara,
479,Kachchh,Bhuj,Godpar (Sarli),
480,Kachchh,Bhuj,Meghpar,
481,Kachchh,Bhuj,Naranpar Pasayati,
482,Kachchh,Bhuj,Baladiya,
483,Kachchh,Bhuj,Kotda Athamana,
484,Kachchh,Bhuj,Jambudi,
485,Kachchh,Bhuj,Kotda Ugamana,
486,Kachchh,Bhuj,Varli,
487,Kachchh,Bhuj,Bandhara Nana,
488,Kachchh,Bhuj,Chakar,
489,Kachchh,Bhuj,Bandhara Mota,
490,Kachchh,Bhuj,Vadzar,
491,Kachchh,Bhuj,Jhumkha,
492,Kachchh,Bhuj,Kera,
493,Kachchh,Bhuj,Chunadi,
494,Kachchh,Bhuj,Gajod,
495,Kachchh,Nakhatrana,Paneli,
496,Kachchh,Nakhatrana,Valka Mota,
497,Kachchh,Nakhatrana,Valka Nana,
498,Kachchh,Nakhatrana,Rajday,
499,Kachchh,Nakhatrana,Gajansar,
500,Kachchh,Nakhatrana,Ludbay,
501,Kachchh,Nakhatrana,Dhoro,
502,Kachchh,Nakhatrana,Unthongadi,
503,Kachchh,Nakhatrana,Nadapa,
504,Kachchh,Nakhatrana,Gadani,
505,Kachchh,Nakhatrana,Lifri,
506,Kachchh,Nakhatrana,Ravapar (Navavas),
507,Kachchh,Nakhatrana,Ambara (Amara),
508,Kachchh,Nakhatrana,Aiyar,
509,Kachchh,Nakhatrana,Tal,
510,Kachchh,Nakhatrana,Fulay,
511,Kachchh,Nakhatrana,Maru (Muru),
512,Kachchh,Nakhatrana,Ratadiya,
513,Kachchh,Nakhatrana,Vigodi,
514,Kachchh,Nakhatrana,Nagviri,
515,Kachchh,Nakhatrana,Bhunjay Nani,
516,Kachchh,Nakhatrana,Bhunjay Moti,
517,Kachchh,Nakhatrana,Lakshmipur(Bhunjay),
518,Kachchh,Nakhatrana,Bharapar (Bhadravali),
519,Kachchh,Nakhatrana,Bandiyara,
520,Kachchh,Nakhatrana,Rangaypadar,
521,Kachchh,Nakhatrana,Khirsara,
522,Kachchh,Nakhatrana,Rampar (Sarva),
523,Kachchh,Nakhatrana,Ugedi,
524,Kachchh,Nakhatrana,Jinjay,
525,Kachchh,Nakhatrana,Dhamay,
526,Kachchh,Nakhatrana,Jalu,
527,Kachchh,Nakhatrana,Vang,
528,Kachchh,Nakhatrana,Kharadiya,
529,Kachchh,Nakhatrana,Dador,
530,Kachchh,Nakhatrana,Aral Moti,
531,Kachchh,Nakhatrana,Jatavira,
532,Kachchh,Nakhatrana,Charakhada,
533,Kachchh,Nakhatrana,Umrapar,
534,Kachchh,Nakhatrana,Deshalpar,
535,Kachchh,Nakhatrana,Moray,
536,Kachchh,Nakhatrana,Khombhdi Nani,
537,Kachchh,Nakhatrana,Netra,
538,Kachchh,Nakhatrana,Rasaliya,
539,Kachchh,Nakhatrana,Khombhdi Moti,
540,Kachchh,Nakhatrana,Todiya,
541,Kachchh,Nakhatrana,Mathal,
542,Kachchh,Nakhatrana,Bagpat,
543,Kachchh,Nakhatrana,Aral Nani,
544,Kachchh,Nakhatrana,Than,
545,Kachchh,Nakhatrana,Haripar (Hirapar),
546,Kachchh,Nakhatrana,Bibar,
547,Kachchh,Nakhatrana,Nirona,
548,Kachchh,Nakhatrana,Badi (Palanpur),
549,Kachchh,Nakhatrana,Oriro,
550,Kachchh,Nakhatrana,Medisar,
551,Kachchh,Nakhatrana,Vamrapadar,
552,Kachchh,Nakhatrana,Akadna,
553,Kachchh,Nakhatrana,Ratamiya,
554,Kachchh,Nakhatrana,Bhimsar,
555,Kachchh,Nakhatrana,Devisar,
556,Kachchh,Nakhatrana,Bharapar(Guda Puntha),
557,Kachchh,Nakhatrana,Khambhla,
558,Kachchh,Nakhatrana,Kadiya Mota,
559,Kachchh,Nakhatrana,Ukharda,
560,Kachchh,Nakhatrana,Kadiya Nana,
561,Kachchh,Nakhatrana,Jadodar,
562,Kachchh,Nakhatrana,Kotda Jadodar,
563,Kachchh,Nakhatrana,Virani Nani,
564,Kachchh,Nakhatrana,Virani Moti,
565,Kachchh,Nakhatrana,Sukhpar (Virani),
566,Kachchh,Nakhatrana,Devsar,
567,Kachchh,Nakhatrana,Lakhiyarvira,
568,Kachchh,Nakhatrana,Virkhal,
569,Kachchh,Nakhatrana,Ulat,
570,Kachchh,Nakhatrana,Kotda (Tharavada),
571,Kachchh,Nakhatrana,Tharavada,
572,Kachchh,Nakhatrana,Chavadka,
573,Kachchh,Nakhatrana,Jinday,
574,Kachchh,Nakhatrana,Nakhatrana,
575,Kachchh,Nakhatrana,Jaday,
576,Kachchh,Nakhatrana,Nakhatrana Nana,
577,Kachchh,Nakhatrana,Nagalpar,
578,Kachchh,Nakhatrana,Angiya Mota,
579,Kachchh,Nakhatrana,Vithon,
580,Kachchh,Nakhatrana,Morjar,
581,Kachchh,Nakhatrana,Bhadali,
582,Kachchh,Nakhatrana,Ranara Mota,
583,Kachchh,Nakhatrana,Ranara Nana,
584,Kachchh,Nakhatrana,Adhochhani,
585,Kachchh,Nakhatrana,Anandsar,
586,Kachchh,Nakhatrana,Dhavda Mota,
587,Kachchh,Nakhatrana,Dhavda Nana,
588,Kachchh,Nakhatrana,Angiya Nana,
589,Kachchh,Nakhatrana,Beru,
590,Kachchh,Nakhatrana,Vehar,
591,Kachchh,Nakhatrana,Sangnara,
592,Kachchh,Nakhatrana,Devpar,
593,Kachchh,Nakhatrana,Lakshmipur (Tara),
594,Kachchh,Nakhatrana,Lakhadi,
595,Kachchh,Nakhatrana,Kakadbhit,
596,Kachchh,Nakhatrana,Sanyra,
597,Kachchh,Nakhatrana,Sukhsan,
598,Kachchh,Nakhatrana,Rampar (Roha),
599,Kachchh,Nakhatrana,Olangiya,
600,Kachchh,Nakhatrana,Mosuna,
601,Kachchh,Nakhatrana,Naranpar,
602,Kachchh,Nakhatrana,Gangon Ugamani,
603,Kachchh,Nakhatrana,Morgar,
604,Kachchh,Nakhatrana,Anandpar,
605,Kachchh,Nakhatrana,Tara,
606,Kachchh,Nakhatrana,Kalyanpar,
607,Kachchh,Nakhatrana,Manjal,
608,Kachchh,Nakhatrana,Mathalapadar,
609,Kachchh,Nakhatrana,Vibhapar,
610,Kachchh,Nakhatrana,Mangvana,
611,Kachchh,Nakhatrana,Palivad,
612,Kachchh,Nakhatrana,Vijpasar,
613,Kachchh,Nakhatrana,Roha(Sumari),
614,Kachchh,Nakhatrana,Bhitara,
615,Kachchh,Nakhatrana,Jarjok,
616,Kachchh,Nakhatrana,Kotda (Roha),
617,Kachchh,Nakhatrana,Bhojraj Vandh,
618,Kachchh,Nakhatrana,Jesarvandh,
619,Kachchh,Nakhatrana,Danana,
620,Kachchh,Nakhatrana,Versalpar,
621,Kachchh,Nakhatrana,Khirsara (Nava),
622,Kachchh,Nakhatrana,Sukhpar (Roha),
623,Kachchh,Nakhatrana,Varamseda,
624,Kachchh,Nakhatrana,Jiyapar,
625,Kachchh,Nakhatrana,Vadva Bhopavala,
626,Kachchh,Nakhatrana,Vadva Kanyavala,
627,Kachchh,Abdasa,Hothiay,
628,Kachchh,Abdasa,Ber Moti,
629,Kachchh,Abdasa,Golay,
630,Kachchh,Abdasa,Navavas (Vandh),
631,Kachchh,Abdasa,Ber Nani,
632,Kachchh,Abdasa,Vayor,
633,Kachchh,Abdasa,Sarangvado,
